"genesysId","collMissId","collNumb","collDate","collSrc","collSite","version"
"4327",,"MPW-WWR 225","19890917","10","In a mix of rock and organic matter in a ditch at base of igneous rocks with Cercis, ox-eye daisy, Cichorium intybus and Daucus carota 4.3 mi W Goshen on VA 39, W side of rd and ditch, Green Valley quad.  Goshen city, in Bath Cty.","1"
"4328",,"MPW-WWR 237","19890919","10","In loam along Co. 1 in grassy area with Agrimonia, Asclepias syriaca, Oxalis, and Daucus carota At int Co 1 & WVA 14, int to 50 m along N side of Co. 1, Elizabeth quad. Elizabeth city, in Wirt Cty.","1"
"7346",,"T100","19990812","10","Antalya.","1"
"12701",,"P-053","200107--","10",,"1"
"12992",,,"19930921","10","Siedzow, Siedlce Province.","1"
"13424",,,"1995----","10","Irrigation-canal sides near BEKES.","1"
"13495",,"G009","19990817","10","Near Filotas-Andigonos, Pella Prefecture.","1"
"13497",,"T117","19990813","10","~15 km east of Yalvac.","1"
"14786",,,,"10",,"0"
"26626",,"P-044","200107--","10",,"1"
"29443",,"G011","19990817","10","~3 km from Siatista.","1"
"29444",,"S097","19990730","10","Deir Mama.","1"
"29447",,"T105","19990812","10",,"1"
"29448",,"T112","19990813","10","Near water purification, Konya, toward Beysehir.","1"
"29478",,"P-043","200107--","10",,"1"
"36620",,"Al 059","19960827","10","Petran area, Permet district, 200 m further along road to Korce from Gjirokaster.","1"
"42681",,"P-030","200107--","10",,"1"
"45505",,"G017","19990817","10","5 km north of Konitsa.","1"
"45509",,"G144","19990826","10","6 km south of Sozopolis, toward Moudania, Chalkidikis Prefecture.","1"
"45511",,"T038","19990808","10","Between Milas and Karalti.","1"
"45512",,"T040","19990808","10","Between Milas and Karalti.","1"
"46771",,,"1963----","10","Strandufer, Altefahr/Rugen","1"
"58532",,"P-015","20010724","10",,"1"
"61334",,"T012","19990806","10","Near Bagarasi.","1"
"61335",,"T020","19990807","10","4-5 km north of Degirmendere, traveling southwest of Izmir.","1"
"61336",,"T115","19990813","10","Near Damlapinar.","1"
"61384",,"Z042","2004----","10","Chatkal foothills, outside of the village of Suqoq, east of Parkent, Lolazar (valley of tulips), by way of Uzbek Forestry Station.","1"
"74583",,"P-051","200107--","10",,"1"
"77432",,"T084","19990810","10","Fethiye.","1"
"77484",,"Z061","2004----","10","Kazakh Rest House in the village of Chimyon.","1"
"78667",,,"1983----","10","Wolferode, near Eisleben","1"
"86616",,,"198307--","10","Maritime turf, Le Conquet (Finistere)","1"
"93327",,"B96-304","19960714","10","Outskirts of Novo Selo near patrol station.","1"
"93343",,,"199809--","10","Wachstedt, Eichsfeld.","1"
"93365",,"T008","19990805","10","Near Cesme.","1"
"93468",,"46","200705--","10",,"1"
"95144",,"P-029","200107--","10",,"1"
"109292",,,"1996----","10","N. Khalkidiki, Kassandra, 10 km N of Kassandra on coast road.","1"
"109341",,"G081","19990821","10","10 km south of Patrai, toward Pyrgos.","1"
"109343",,"T118","19990813","10","Near Keciborlu","1"
"111127",,"P-027","200107--","10",,"1"
"124775",,,,"10","Peso da Regua, Tras-os-Montes (Alto Douro) Province.","1"
"125260",,"G061","19990820","10","Nidhri, near Lefkas/Nikiana, Lefkas Island.","1"
"125261",,"S098","19990730","10","Crac des Chevaliers.","1"
"125264",,"T107","19990812","10","Mutici village, near Akseki.","1"
"125265",,"T033","19990808","10","Soke Valley, traveling south of Izmir inland.","1"
"125289",,"P-028","20010726","10",,"1"
"126582",,,"198307--","10","St. Elia beach, 50 m from the sea, Cagliari, Sardinia.","1"
"126583",,,,"10",,"0"
